1242,,Apothic Warband
1243,,Apothic Gloves
1244,,Apothic Kilt
1245,,Apothic Boots
1246,,Insidious Halo
1247,,Insidious Robe
1248,,Insidious Sleeves
1249,,Insidious Manacle
1250,,Insidious Gloves
1251,,Insidious Pantaloons
1252,,Insidious Slippers
1253,,Robe of the Kedge
1254,,Miragul's Robe
1255,,Robe of the Mystic
1256,,Tattered Tomb Shroud
1257,,Tattered Arm Wrappings
1258,,Tattered Leg Wrappings
1259,,Worm-eaten Gloves
1260,,Grave Sandals
1261,,Conical Hat
1262,,Elliptical Veil
1263,,Robe of the Foci
1265,,Axis Sash
1268,,Robe of Living Fungus
1269,,Fur Lined Robe
1271,,Al`Kabor's Cap of Binding
1272,,Augmentor's Mask
1273,,Raiment of Thunder
1274,,Bracelet of Clarification
1275,,Ivory Mask
1276,,Wind Walker's Mantle
1277,,Sphinx Hair Cord
1278,,Cloak of Spiroc Feathers
1279,,Bloodsoaked Raiment
1280,,Sandals of Alacrity
1281,,Ton Po's Eye Patch
1282,,Mystical Back Straps
1283,,Ton Po's Shoulder Wraps
1284,,Ruined Scaled Coif
1285,,Ruined Scaled Visor
1286,,Ruined Scaled Neckguard
1287,,Ruined Scaled Coat
1288,,Ruined Scaled Mantle
1289,,Ruined Scaled Cape
1290,,Ruined Scaled Skirt
1291,,Ruined Scaled Sleeves
1292,,Ruined Scaled Bracelet
1293,,Ruined Scaled Gloves
1294,,Ruined Scaled Pants
1295,,Ruined Scaled Boots
1296,,Iksar Skin Gloves
1297,,Triumvirate Missionary Robe
1298,,Plasmatic Priest Robe
1299,,Blood Soaked Plasmatic Priest Robe
1300,,Cloak of Defense
1301,,Veil of Comeliness
1302,,Savant's Cap
1303,,Magical Woven Eyepatch
1304,,Gossamer Cap
1305,,Gossamer Veil
1306,,Gossamer Collar
1307,,Gossamer Robe
1308,,Gossamer Amice
1309,,Gossamer Cape
1310,,Gossamer Sash
1311,,Gossamer Sleeves
1312,,Gossamer Wristbands
1313,,Gossamer Gloves
1314,,Gossamer Leggings
1315,,Soft Leather Boots
1316,,Velvet Choker
1317,,Serpentskin Eyepatch
1318,,Bone Fingered Gloves
1320,,Flowing Black Robe
1321,,Hollowed Bone Bracers
1322,,Thaumaturgist's Robe
1324,,Visage of Life
1325,,Wreath of Nature
1326,,Cloak of the Cave Bear
1327,,Grizznot's Claws
1328,,Incandescent Bracer
1329,,Gnoll Fur Patch Quarter
1330,,Patched Gnoll Fur Bundle
1331,,Damask Cap
1332,,Damask Veil
1333,,Damask Collar
1334,,Damask Robe
1335,,Damask Amice
1336,,Damask Cape
1337,,Damask Sash
1338,,Damask Sleeves
1339,,Damask Wristbands
1340,,Damask Gloves
1341,,Damask Leggings
1342,,Soft Leather Shoes
1343,,Festering Cloak
1344,,Robe of the Seeker
1345,,Robe of the Keeper
1346,,Robe of the Initiate
1347,,Warthread Kilt
1348,,Summoned: Muzzle of Mardu
1349,,Fang of the Wolf
1350,,Robe of the Elementalist
1351,,Robe of the Evoker
1354,,Robe of the Oracle
1355,,Robe of Enshroudment
1356,,Robe of the Elements
1357,,Robe of the Ishva
1358,,Advisor Robe
1359,,Dagger of the White Rose
1360,,Shining Metallic Robes
1361,,Azure Sleeves
1362,,Embroidered Black Sleeves
1363,,Shimmering White Shroud
1364,,Braided Cinch Cord
1365,,Flowing Black Silk Sash
1366,,Silversilk Leggings
1367,,Braided Ivy Cords
1368,,Wolf Fur Slippers
1369,,Initiate Symbol of Innoruuk
1370,,Disciple Symbol of Innoruuk
1371,,Regent Symbol of Innoruuk
1376,,Initiate Symbol of the Tribunal
1390,,Initiate Symbol of Bertoxxulous
1397,,Werewolf Spleen
1398,,Werewolf Heart
1400,,Moss Mask
1401,,Embroidered Black Cape
1402,,Gilded Cloth
1403,,Shiny Silk Gloves
1404,,Dusty Bloodstained Gloves
1405,,Fine Silk Turban
1406,,Tattered Leather Boots
1407,,Cape of Midnight Mist
1408,,Nightshade Wreath
1409,,Hooded Black Cloak
1410,,Bloodstone Eyepatch
1411,,Turquoise Eyepatch
1412,,Green Silken Drape
1413,,Shazda Turban
1414,,Helot Skull Helm
1415,,Leif's Napkin
1416,,Trita's Napkin
1417,,Brita's Napkin
1418,,Thoridain's Napkin
1419,,Used Napkin
1420,,Borannin's Seal
1421,,Hook's Broken Robe
1422,,Seal of Thoridain
1423,,Dirty Pot
1424,,Used Pie Tin
1425,,Tundrabear Sandwich
1426,,Frost Bunny Stew
1427,,Ulthork Meat Pie
1428,,Snow Griffin Souffle
1429,,Snow Griffin Egg
1430,,Initiate Symbol of Brell Serilis
1431,,Disciple Symbol of Brell Serilis
1433,,Pontiff Symbol of Brell Serilis
1437,,Initiate Symbol of Cazic-Thule
1438,,Disciple Symbol of Cazic-Thule
1444,,Initiate Symbol of Rallos Zek
1451,,Saucy Bearmeat
1452,,Saucy Bunnymeat
1453,,Spicy Ulthork Meat
1454,,Copper Championship Ring
1455,,Silver Championship Ring
1456,,Golden Championship Ring
1457,,Platinum Championship Ring
1459,,Tainted Avalanche Ale
1460,,Murdrick's head
1461,,Berradin's head
1462,,Peffin's head
1463,,Doldigun's head
1464,,Ring of the Coldain Council
1465,,Dirk of the Dain
1466,,Juliah's Head
1467,,Adarra's bow of the Unseen
1468,,Dusty Burlap Hood
1469,,Dusty Burlap Veil
1470,,Dusty Burlap Collar
1471,,Dusty Burlap Shirt
1472,,Dusty Burlap Shawl
1473,,Dusty Burlap Cape
1474,,Dusty Burlap Cord
1475,,Dusty Burlap Sleeves
1476,,Dusty Burlap Wristband
1477,,Dusty Burlap Gloves
1478,,Dusty Burlap Pants
1479,,Dusty Burlap Sandals
1480,,Soft Wicker Helm
1481,,Soft Wicker Mask
1482,,Soft Wicker Gorget
1483,,Soft Wicker Tunic
1484,,Soft Wicker Shoulderpads
1485,,Soft Wicker Cloak
1486,,Soft Wicker Belt
1487,,Soft Wicker Sleeves
1488,,Soft Wicker Wristbands
1489,,Soft Wicker Gloves
1490,,Soft Wicker Leggings
1491,,Soft Wicker Boots
1492,,Bamboo Splint Coif
1493,,Bamboo Splint Visor
1494,,Bamboo Splint Neckguard
1495,,Bamboo Splint Coat
1496,,Bamboo Splint Mantle
1497,,Bamboo Splint Cape
1498,,Bamboo Splint Skirt
1499,,Bamboo Splint Sleeves
1500,,Box of the Guilty
1501,,Siryn Hair Hood
1504,,Bamboo Splint Bracelet
1505,,Bamboo Splint Gloves
1506,,Bamboo Splint Pants
1507,,Bamboo Splint Boots
1508,,Cold Iron Helm
1509,,Cold Iron Mask
1510,,Cold Iron Collar
1511,,Cold Iron Breastplate
1512,,Cold Iron Pauldron
1513,,Cold Iron Girdle
1514,,Cold Iron Vambraces
1515,,Cold Iron Bracers
1516,,Cold Iron Gauntlets
1517,,Cold Iron Greaves
1518,,Cold Iron Boots
1519,,Crown of the Forlorn
1520,,Pit Fighter Handwraps
1521,,Pit Fighter Anklewraps
1522,,Cold Iron Shackle
1523,,Shield of the Forlorn
1524,,Bracer of the Forlorn
1525,,Bathide Wristband
1526,,Cloak of the Forlorn
1527,,Neriak Ceremonial Robe
1528,,Azzar's Dreadful Hat
1529,,Dreadful Cap
1530,,Black Lace Sash
1531,,Pauldrons of Ferocity
1532,,Silver Sigil of T`Vyl
1534,,Leatherfoot Sandals
1535,,Brewer's Mesh Cloak
1536,,Bloodstar Pendant
1537,,Skinner's Belt
1538,,Earring of Bashing
1539,,Triumphant Mask
1540,,Ring of Pureblood
1541,,Hotof's Bracer
1542,,Pauldrons of Power
1543,,Icebelt
1544,,Darkbrood Mask
1545,,Engineer's Ring
1546,,Cloak of Scales
1547,,Eye of Cazic-Thule
1548,,Robe of the Grove
1549,,Halo of the Enlightened
1550,,Bile Etched Obsidian Choker
1551,,Cloak of the Fearsome
1552,,Robe of Inspiration
1553,,Vial of Velium Vapors
1554,,Brain of Cazic-Thule
1555,,Fearsome Shield
1556,,Grotesque Girdle
1557,,Shawl of Protection
1558,,Berserkers Ring
1559,,Zombie Flesh Bracer
1560,,Tanik's note
1561,,Velium Vial
1562,,Unfired Velium Vial
1564,,Initiate Symbol of Quellious
1565,,Disciple Symbol of Quellious
1566,,Regent Symbol of Quellious
1567,,Declaration of War
1570,,Initiate Symbol of Tunare
1571,,Disciple Symbol of Tunare
1572,,Warden Symbol of Tunare
1573,,Ring of the Messenger
1574,,Jagged Shard of Bone
1575,,Bloodboils Broken Wing
1576,,Frightlings Skull
1578,,Gilded Tiny Skull Earring
1580,,Emerald Cloak of the Faydark
1583,,Velium War Maul
1584,,Blighted Mare Hide
1585,,Blighted Mare Hoof
1588,,Sysiri the Purifier's Head
1589,,Swirling Emerald Purifying Potion
1590,,Sacred Runed Ruby
1593,,Sacred Runed Jasper
1594,,Pouch of Red Dust
1595,,Thick Caustic Fluid
1596,,Magical Suspension Fluid
1597,,Divinatory Concoction
1598,,Black Stone Candlestick
1599,,Powder of Unanimation
1600,,Lady Nidra's Wings
1601,,Robe of Primal Force
1602,,Robe of Asphyxiation
1603,,Robe of Decay
1604,,Solist's Robe of Abrogation
1605,,Robe of the Spring
1606,,Mana Robe
1607,,Siren Scale Robe
1608,,Froglok Bonecaster's Robe
1609,,Robe of Dalnir
1610,,Crescent Headband
1611,,Crescent Gi
1612,,Crescent Arm Wraps
1613,,Crescent Wrist Wraps
1614,,Crescent Fighting Gloves
1615,,Crescent Pants
1616,,Crescent Slippers
1617,,Kunzar Cloak
1618,,Supple Scale Armband
1619,,Siblisian Berserker Cloak
1620,,Runebranded Girdle
1621,,Worn Cloth Mantle
1622,,Hierophant's Cloak
1623,,Sash of the Dragonborn
1624,,Tolapumj's Robe
1625,,Enshrouded Veil
1626,,Poisoned Mantle
1627,,Cloak of Piety
1628,,Shroud of Veeshan
1629,,Ghostly Robes
1630,,Hangman's Noose
1631,,Meditative Blanket
1632,,Soothsayer's Robe
1633,,Runed Stone of Protection
1634,,Idol of Petrified Koada`Dal Flesh
1635,,Solidified Essence of Fear
1636,,Illegible Scroll of Flesh
1637,,Silver Vial of Blackened Fluid
1638,,Festering Spore
1639,,Undead Sprite's Severed Tongue
1640,,Bile Soaked Bandage
1641,,Loam Encrusted Cap
1642,,Loam Encrusted Veil
1643,,Loam Encrusted Choker
1644,,Loam Encrusted Robe
1645,,Loam Encrusted Amice
1646,,Loam Encrusted Cloak
1647,,Loam Encrusted Sash
1648,,Loam Encrusted Sleeves
1649,,Loam Encrusted Bracelet
1650,,Loam Encrusted Gloves
1651,,Loam Encrusted Pantaloons
1652,,Loam Encrusted Lined Shoes
1653,,Empyran Jerkin
1665,,Tiny Gem
1666,,Opaque Gem
1667,,Small Gem
1668,,Sparkling Gem
1669,,Obsidian Pebble
1670,,Marble Pebble
1671,,Icon of the High Scale
1672,,Black Dire Pelt
1673,,Child's Tear
1674,,Iksar Scale
1675,,Marr's Promise
1676,,Woe
1677,,Envy
1678,,Black Fur Boots
1679,,Shield of Falsehood
1680,,Broken Arrow
1681,,Engraved Ring
1682,,Danl's Reference
1683,,Celestial Fists
1684,,Charred Scale
1685,,Breath of Gwan
1686,,Trunt's Head
1687,,Eye of Kaiaren
1688,,Demon Fangs
1689,,Book of Celestial Fists
1690,,Normon's axe
1691,,Normon's axe
1692,,Velium Focus
1693,,Velium Focus
1694,,Elbaite Focus
1695,,Reddish Crystal
1696,,Bent Metallic Crystal
1697,,Heavy Metallic Crystal
1698,,Azurite Focus
1699,,Holy Symbol of Zek
1700,,Phenocryst's Focus
1701,,Velium Focus
1702,,Mercenary Assignment
1703,,Tar goo strands
1704,,Sifaye messenger's report
1705,,Velium Studded Cloak
1706,,Krofer's Requisition
1707,,Signed Requisition
1708,,Mission Report
1709,,Report of Failure
1710,,Inscribed Velium Tablet
1711,,Lock of Dwarven Hair
1712,,Arcanum of Rosh
1713,,Enchanted Velium Mask
1714,,Ancient Rusted Key
1715,,Abram's Axe of the Stoic
1717,,Sealed Letter
1718,,Wurmscale Scroll
1719,,Girdle of Reflection
1720,,Helssen's Prismatic Trinket
1721,,Collar of the Storm
1722,,Helssen's Voucher
1723,,Noble's Seal
1724,,Field Supplies
1725,,Velium Delivery Note
1726,,Shattering Hammer
1727,,Bracer of Hammerfal
1728,,Ethereal Bladed Naginata
1729,,Charasis Tome
1730,,Charasis Tome Copy
1731,,Acolyte's Anklet
1735,,Waterlogged Flesh
1736,,Algae Covered Flesh
1737,,Swollen Flesh
1738,,Narandi's Lance
1739,,Narandi's head
1740,,Traveler's Boots
1741,,Shorn Head of Narandi
1742,,Choker of the Wretched
1743,,Faceguard of Bentos the Hero
1744,,Earring of the Frozen Skull
1745,,Eye of Narandi
1746,,Crown of Narandi
1747,,Protection of the Dain
1748,,Dented Velium Round Shield
1749,,Dull Velium Battle Axe
1750,,Packmaster's Lash
1751,,Filth Covered Boots
1752,,Blood Cured Wraps
1753,,Brawler's Belt
1754,,Etched Chitin Shield
1755,,Uliorn's Fishing Pole
1756,,Cast Iron Stein
1757,,Soiled Evoker's Robe
1758,,Midnight Sea Mail Coat
1759,,Helm of Ridossan
1760,,Violet Flame Lantern
1761,,Kobold Molar
1762,,Midnight Sea Mail Leggings
1763,,Midnight Sea Mail Sleeves
1764,,Leggings of Ridossan
1765,,Tunic of Ridossan
1766,,Diviner's Bowl
1767,,Krode's Shawl
1768,,Yelesom's Tools
1769,,Geologist's Hammer
1770,,Magnifying Glass
1771,,Yelesom's Reports
1772,,Sealed Parchment
1773,,Large Empty Crate
1774,,Envelope with dust sample
1775,,Heretic's Report
1776,,Crate full of Ore
1777,,Courier's Head
1778,,Supplier's Head
1779,,Sealed Parchment
1780,,Hieroglyph Translations
1781,,Encrypted Document
1782,,Giant Loyalist Token
1783,,Giant Scalebound Tome
1784,,Dragon Blood
1785,,Dragonbane Herb
1786,,Sealed Reagent Box
1787,,Red Cod Card
1788,,White Cod Card
1789,,Black Cod Card
1790,,Blue Cod Card
1791,,King Cod Card
1792,,Heavy Locked Chest
1793,,Putrid substance
1794,,Vile Substance
1795,,Sealed Jar
1796,,Green river sludge
1797,,Reagent pouch
1798,,Burial Gown
1799,,Harbinger of Bertoxxulous
1814,,Pupiless Eye
1815,,Equestrielle's Eye
1816,,Purified Golden Lock of Hair
1820,,Unlocked Orb of Dread
1821,,Ancient Laws of Terror
1822,,Harbinger of Horror`s Chalice
1823,,Unholy Stone of Protection
1827,,Rineval Talyas' Robe
1828,,Glowing Worm Bile
1829,,Crystalline Silk Thread
1830,,Crystalline Silk Fiber
1831,,Glowing Crystalline Silk Piece
1832,,Spool of Sacred Coldain Thread
1833,,Embroidered Shawl Pattern
1834,,Siren Hair
1835,,Drakkel Wolf Whisker
1837,,Onyxbrand
1838,,Bag of Bread Loaves
1839,,Full Muffin Crate
1840,,Ancient Dragon Claw
1841,,Sporali Gloves
1842,,Sporali Defender's Blade
1843,,Sporestrand Shield
1846,,Sealed Formal Document
1849,,Runed Prayer Shawl pattern
1850,,Enchanted velium powder
1851,,Unfired rune
1852,,Blank rune
1853,,Swordfish tooth
1854,,Burin
1855,,Etched Rune pattern
1856,,Etched Rune
1857,,Liquid velium
1858,,Royal Kromrif blood
1859,,Velium etched rune
1860,,Rune casing
1861,,Old Worn Talisman
1862,,Head of the Taskmaster
1863,,Chipped Fang
1864,,Teachings of Gkrean
1865,,Head of Staff Sergeant Drioc
1866,,Glanitar's Imbued Talisman
1867,,Circlet of the Falinkan
1868,,Bronzewood Staff
1869,,Starmetal Ore
1870,,Robe of the Primordial Ritualist
1871,,Ebon Scythe
1872,,Ritualist's Gown
1873,,Tome of Unseen Darkness
1874,,Guardian's Dagger
1875,,Scepter of the Darkened Rite
1876,,Silver Plated War Sword
1877,,Hollowed Koada`Dal Rib Cage
1878,,Veil of the Vortex Weaver
1879,,Servant's Blade
1880,,Pristine Studded Leather Tunic
1881,,Pristine Studded Leather Bracer
1882,,Pristine Studded Leather Leggings
1883,,Pristine Studded Leather Boots
1884,,Pristine Studded Leather Sleeves
1885,,Pristine Studded Leather Gloves
1886,,Cutlassfish Oil
1887,,Dragon Crafted Urn
1888,,Dragonwing Skin
1889,,Dragonbone Dust
1890,,Vial of Noble's Blood
1891,,Noble's Robes
1892,,Empty Jar
1893,,Rune of Eradication
1894,,Rune of Revenge
1895,,Rune of Bleve
1896,,Rune of Concentration
1897,,Head of a Kromzek Spy
1898,,Teachings of Relinar
1899,,Scale of Hsagra
1900,,Prayer Cloth of Tunare
1901,,Bloody Dagger
1903,,Cutthroat Insignia Ring
1904,,Prayer Shawl
1905,,Squallsurge Shawl
1906,,Tigerskin Sleeves
1908,,Jualicn's Token
1910,,Blood Splattered Veil
1911,,Helm of Brute Strength
1912,,Gauntlets of Brute Strength
1913,,Muck Covered Boots
1914,,Scorched Pauldrons
1915,,Sarnak-hide Leggings
1916,,Skullhelm of Krenlek
1917,,Mithril Reinforced Skullcap
1918,,Mithril Reinforced Mask
1919,,Mithril Reinforced Gorget
1920,,Mithril Reinforced Tunic
1921,,Mithril Reinforced Shoulderpads
1922,,Mithril Reinforced Cloak
1923,,Mithril Reinforced Belt
1924,,Mithril Reinforced Sleeves
1925,,Mithril Reinforced Wristbands
1926,,Mithril Reinforced Gloves
1927,,Mithril Reinforced Leggings
1928,,Mithril Reinforced Boots
1929,,Imbued Vale Studded Skullcap
1930,,Imbued Vale Studded Mask
1931,,Imbued Vale Studded Gorget
1932,,Imbued Vale Studded Tunic
1933,,Imbued Vale Studded Shoulderpads
1934,,Imbued Vale Studded Cloak
1935,,Imbued Vale Studded Belt
1936,,Imbued Vale Studded Sleeves
1937,,Imbued Vale Studded Wristbands
1938,,Imbued Vale Studded Gloves
1939,,Imbued Vale Studded Leggings
1940,,Imbued Vale Studded Boots
1941,,Imbued Vale Reinforced Skullcap
1942,,Imbued Vale Reinforced Mask
1943,,Imbued Vale Reinforced Gorget
1944,,Imbued Vale Reinforced Tunic
1945,,Imbued Vale Reinforced Mantle
1946,,Imbued Vale Reinforced Cloak
1947,,Imbued Vale Reinforced Belt
1948,,Imbued Vale Reinforced Sleeves
1949,,Imbued Vale Reinforced Wristbands
1950,,Imbued Vale Reinforced Gloves
1951,,Imbued Vale Reinforced Leggings
1952,,Imbued Vale Reinforced Boots
1953,,Imbued Mithril Studded Skullcap
1954,,Imbued Mithril Studded Mask
1955,,Imbued Mithril Studded Gorget
1956,,Imbued Mithril Studded Tunic
1957,,Imbued Mithril Studded Mantle
1958,,Imbued Mithril Studded Cloak
1959,,Imbued Mithril Studded Belt
1960,,Imbued Mithril Studded Sleeves
1961,,Imbued Mithril Studded Bracer
1962,,Imbued Mithril Studded Gloves
1963,,Imbued Mithril Studded Leggings
1964,,Imbued Mithril Studded Boots
1965,,Imbued Mithril Reinforced Skullcap
1966,,Imbued Mithril Reinforced Mask
1967,,Imbued Mithril Reinforced Gorget
1968,,Imbued Mithril Reinforced Tunic
1969,,Imbued Mithril Reinforced Mantle
1970,,Imbued Mithril Reinforced Cloak
1971,,Imbued Mithril Reinforced Belt
1972,,Imbued Mithril Reinforced Sleeves
1973,,Imbued Mithril Reinforced Bracer
1974,,Imbued Mithril Reinforced Gloves
1975,,Imbued Mithril Reinforced Leggings
1976,,Imbued Mithril Reinforced Boots
1977,,Vale Studded Skullcap
1978,,Vale Studded Mask
1979,,Vale Studded Gorget
1980,,Vale Studded Tunic
1981,,Vale Studded Shoulderpads
1982,,Vale Studded Cloak
1983,,Vale Studded Belt
1984,,Vale Studded Sleeves
1985,,Vale Studded Wristbands
1986,,Vale Studded Gloves
1987,,Vale Studded Leggings
1988,,Vale Studded Boots
1989,,Vale Reinforced Skullcap
1990,,Vale Reinforced Mask
1991,,Vale Reinforced Gorget
1992,,Vale Reinforced Tunic
1993,,Vale Reinforced Mantle
1994,,Vale Reinforced Cloak
1995,,Vale Reinforced Belt
1996,,Vale Reinforced Sleeves
1997,,Vale Reinforced Wristbands
1998,,Vale Reinforced Gloves
1999,,Vale Reinforced Leggings
2000,,Vale Reinforced Boots
2001,,Leather Skullcap
2002,,Leather Mask
2003,,Leather Gorget
2004,,Leather Tunic
2005,,Leather Shoulderpads
2006,,Leather Cloak
2007,,Leather Belt
2008,,Leather Sleeves
2009,,Leather Wristbands
2010,,Leather Gloves
2011,,Leather Leggings
2012,,Leather Boots
2013,,Small Leather Skullcap
2014,,Small Leather Mask
2015,,Small Leather Gorget
2016,,Small Leather Tunic
2017,,Small Leather Shoulderpads
2018,,Small Leather Cloak
2019,,Small Leather Belt
2020,,Small Leather Sleeves
2021,,Small Leather Wristbands
2022,,Small Leather Gloves
2023,,Small Leather Leggings
2024,,Small Leather Boots
2025,,Large Leather Skullcap
2026,,Large Leather Mask
2027,,Large Leather Gorget
2028,,Large Leather Tunic
2029,,Large Leather Shoulderpads
2030,,Large Leather Cloak
2031,,Large Leather Belt
2032,,Large Leather Sleeves
2033,,Large Leather Wristbands
2034,,Large Leather Gloves
2035,,Large Leather Leggings
